DAY, TIME, API, PLATFORM, LANGUAGE, ACTIVITY, FILESIZE, LATENCY, MEMORY, CPUTIME
"2016-04-06","02:00:04","nativa","aws","python","upload","310","2800.27890205","27556","0.24"
"2016-04-06","02:00:05","multicloud","aws","python","upload","310","2506.23106956","19264","0.1"
"2016-04-06","02:00:07","nativa","aws","python","upload","310","2638.630867","27572","0.25"
"2016-04-06","02:00:08","multicloud","aws","python","upload","310","2169.01302338","19260","0.11"
"2016-04-06","02:00:10","nativa","aws","python","upload","310","2609.29894447","27564","0.24"
"2016-04-06","02:00:12","multicloud","aws","python","upload","310","2223.35910797","19264","0.12"
"2016-04-06","02:00:13","nativa","aws","python","upload","310","2671.24295235","27548","0.25"
"2016-04-06","02:00:16","multicloud","aws","python","upload","310","2736.82403564","19264","0.1"
"2016-04-06","02:00:16","nativa","aws","python","upload","310","2888.42391968","27468","0.25"
"2016-04-06","02:00:19","multicloud","aws","python","upload","310","2258.4528923","19316","0.11"
"2016-04-06","02:00:22","nativa","aws","python","upload","310","2813.39001656","27556","0.25"
"2016-04-06","02:00:23","multicloud","aws","python","upload","310","2426.03993416","19212","0.11"
"2016-04-06","02:00:25","nativa","aws","python","upload","310","2521.1520195","27488","0.25"
"2016-04-06","02:00:27","multicloud","aws","python","upload","310","2475.07095337","19316","0.11"
"2016-04-06","02:00:28","nativa","aws","python","upload","310","2804.92186546","27500","0.25"
"2016-04-06","02:00:30","multicloud","aws","python","upload","310","2431.45799637","19208","0.1"
"2016-04-06","02:00:31","nativa","aws","python","upload","310","2740.55099487","27588","0.24"
"2016-04-06","02:00:34","nativa","aws","python","upload","310","2661.57579422","27576","0.25"
"2016-04-06","02:00:34","multicloud","aws","python","upload","310","2465.66200256","19216","0.1"
"2016-04-06","02:00:37","nativa","aws","python","upload","310","2645.17188072","27560","0.25"
"2016-04-06","02:00:38","multicloud","aws","python","upload","310","2224.87211227","19224","0.1"
"2016-04-06","02:00:40","nativa","aws","python","upload","310","2624.18007851","27500","0.25"
"2016-04-06","02:00:41","multicloud","aws","python","upload","310","2235.85796356","19212","0.1"
"2016-04-06","02:00:43","nativa","aws","python","upload","310","2645.35498619","27568","0.25"
"2016-04-06","02:00:45","multicloud","aws","python","upload","310","2214.51997757","19244","0.11"
"2016-04-06","02:00:46","nativa","aws","python","upload","310","2808.14886093","27480","0.25"
"2016-04-06","02:00:48","multicloud","aws","python","upload","310","2499.92108345","19212","0.1"
"2016-04-06","02:00:49","nativa","aws","python","upload","310","2871.25015259","27484","0.24"
"2016-04-06","02:00:52","multicloud","aws","python","upload","310","2196.79999352","19216","0.11"
"2016-04-06","02:00:52","nativa","aws","python","upload","310","2648.79179001","27536","0.24"
"2016-04-06","02:00:55","nativa","aws","python","upload","310","2813.85612488","27504","0.25"
"2016-04-06","02:00:56","multicloud","aws","python","upload","310","2402.08411217","19264","0.1"
"2016-04-06","02:00:58","nativa","aws","python","upload","310","2807.64102936","27560","0.24"
"2016-04-06","02:00:59","multicloud","aws","python","upload","310","2267.61198044","19292","0.1"
"2016-04-06","02:01:01","nativa","aws","python","upload","310","2651.32403374","27528","0.24"
"2016-04-06","02:01:03","multicloud","aws","python","upload","310","2361.07611656","19268","0.1"
"2016-04-06","02:01:04","nativa","aws","python","upload","310","2624.49502945","27500","0.24"
"2016-04-06","02:01:06","multicloud","aws","python","upload","310","2349.62391853","19324","0.11"
"2016-04-06","02:01:07","nativa","aws","python","upload","310","2645.63417435","27560","0.25"
"2016-04-06","02:01:10","multicloud","aws","python","upload","310","2356.51898384","19220","0.11"
"2016-04-06","02:01:10","nativa","aws","python","upload","310","2686.42401695","27552","0.24"
"2016-04-06","02:01:13","nativa","aws","python","upload","310","2918.13707352","27596","0.24"
"2016-04-06","02:01:14","multicloud","aws","python","upload","310","2512.21609116","19136","0.11"
"2016-04-06","02:01:16","nativa","aws","python","upload","310","2506.30712509","27580","0.24"
"2016-04-06","02:01:17","multicloud","aws","python","upload","310","2377.16197968","19268","0.1"
"2016-04-06","02:01:19","nativa","aws","python","upload","310","2582.04507828","27488","0.24"
"2016-04-06","02:01:21","multicloud","aws","python","upload","310","2454.05888557","19296","0.11"
"2016-04-06","02:01:22","nativa","aws","python","upload","310","2706.0880661","27536","0.24"
"2016-04-06","02:01:24","multicloud","aws","python","upload","310","2164.62182999","19328","0.11"
"2016-04-06","02:01:25","nativa","aws","python","upload","310","2628.1042099","27568","0.25"
"2016-04-06","02:01:27","nativa","aws","python","upload","310","2434.51595306","27548","0.24"
"2016-04-06","02:01:28","multicloud","aws","python","upload","310","2473.08802605","19180","0.11"
"2016-04-06","02:01:30","nativa","aws","python","upload","310","2662.90402412","27484","0.24"
"2016-04-06","02:01:32","multicloud","aws","python","upload","310","2424.45898056","19208","0.11"
"2016-04-06","02:01:33","nativa","aws","python","upload","310","2782.21011162","27576","0.24"
"2016-04-06","02:01:35","multicloud","aws","python","upload","310","2507.85493851","19200","0.11"
"2016-04-06","02:01:36","nativa","aws","python","upload","310","2634.01794434","27580","0.24"
"2016-04-06","02:01:39","multicloud","aws","python","upload","310","2305.4189682","19136","0.11"
"2016-04-06","02:01:39","nativa","aws","python","upload","310","2606.08887672","27556","0.24"
"2016-04-06","02:01:42","nativa","aws","python","upload","310","2634.28497314","27536","0.25"
"2016-04-06","02:01:42","multicloud","aws","python","upload","310","2221.06909752","19248","0.1"
"2016-04-06","02:01:45","nativa","aws","python","upload","310","2834.05995369","27552","0.24"
"2016-04-06","02:01:46","multicloud","aws","python","upload","310","2174.55101013","19248","0.11"
"2016-04-06","02:01:48","nativa","aws","python","upload","310","2684.9770546","27500","0.24"
"2016-04-06","02:01:49","multicloud","aws","python","upload","310","2402.87613869","19248","0.1"
"2016-04-06","02:01:52","nativa","aws","python","upload","310","3142.66991615","27484","0.24"
"2016-04-06","02:01:53","multicloud","aws","python","upload","310","2233.48999023","19180","0.1"
"2016-04-06","02:01:54","nativa","aws","python","upload","310","2401.01504326","27500","0.25"
"2016-04-06","02:01:56","multicloud","aws","python","upload","310","2224.94411469","19248","0.11"
"2016-04-06","02:01:57","nativa","aws","python","upload","310","2391.34788513","27552","0.25"
"2016-04-06","02:02:00","nativa","aws","python","upload","310","2409.56521034","27560","0.25"
"2016-04-06","02:02:00","multicloud","aws","python","upload","310","2421.14710808","19260","0.11"
"2016-04-06","02:02:03","nativa","aws","python","upload","310","2669.73495483","27564","0.24"
"2016-04-06","02:02:03","multicloud","aws","python","upload","310","2240.26608467","19324","0.1"
"2016-04-06","02:02:06","nativa","aws","python","upload","310","2684.60488319","27548","0.24"
"2016-04-06","02:02:07","multicloud","aws","python","upload","310","2227.0359993","19248","0.11"
"2016-04-06","02:02:09","nativa","aws","python","upload","310","2765.07711411","27484","0.24"
"2016-04-06","02:02:10","multicloud","aws","python","upload","310","2382.417202","19212","0.11"
"2016-04-06","02:02:11","nativa","aws","python","upload","310","2603.74498367","27496","0.24"
"2016-04-06","02:02:14","multicloud","aws","python","upload","310","2214.19596672","19252","0.11"
"2016-04-06","02:02:14","nativa","aws","python","upload","310","2419.35110092","27532","0.24"
"2016-04-06","02:02:17","nativa","aws","python","upload","310","2392.51494408","27500","0.25"
"2016-04-06","02:02:17","multicloud","aws","python","upload","310","2213.69290352","19212","0.11"
"2016-04-06","02:02:20","nativa","aws","python","upload","310","2409.23595428","27480","0.25"
"2016-04-06","02:02:20","multicloud","aws","python","upload","310","2244.40908432","19244","0.11"
"2016-04-06","02:02:22","nativa","aws","python","upload","310","2392.37999916","27552","0.24"
"2016-04-06","02:02:24","multicloud","aws","python","upload","310","2261.04211807","19248","0.11"
"2016-04-06","02:02:25","nativa","aws","python","upload","310","2656.0690403","27580","0.24"
"2016-04-06","02:02:27","multicloud","aws","python","upload","310","2197.43108749","19236","0.1"
"2016-04-06","02:02:28","nativa","aws","python","upload","310","2602.04601288","27496","0.24"
"2016-04-06","02:02:31","nativa","aws","python","upload","310","2452.18205452","27496","0.24"
"2016-04-06","02:02:31","multicloud","aws","python","upload","310","2510.5278492","19212","0.1"
"2016-04-06","02:02:34","nativa","aws","python","upload","310","2450.75392723","27464","0.25"
"2016-04-06","02:02:34","multicloud","aws","python","upload","310","2232.80405998","19244","0.11"
"2016-04-06","02:02:37","nativa","aws","python","upload","310","2704.13017273","27568","0.25"
"2016-04-06","02:02:38","multicloud","aws","python","upload","310","2463.01698685","19200","0.12"
"2016-04-06","02:02:39","nativa","aws","python","upload","310","2649.40309525","27544","0.24"
"2016-04-06","02:02:41","multicloud","aws","python","upload","310","2192.21687317","19140","0.11"
"2016-04-06","02:02:42","nativa","aws","python","upload","310","2640.35391808","27556","0.24"
"2016-04-06","02:02:45","multicloud","aws","python","upload","310","2275.5150795","19316","0.11"
"2016-04-06","02:02:45","nativa","aws","python","upload","310","2675.82082748","27568","0.24"
"2016-04-06","02:02:48","nativa","aws","python","upload","310","2419.54898834","27504","0.24"
"2016-04-06","02:02:48","multicloud","aws","python","upload","310","2238.94381523","19248","0.1"
"2016-04-06","02:02:51","nativa","aws","python","upload","310","2425.56405067","27544","0.24"
"2016-04-06","02:02:52","multicloud","aws","python","upload","310","2420.6738472","19176","0.11"
"2016-04-06","02:02:54","nativa","aws","python","upload","310","2653.65004539","27556","0.25"
"2016-04-06","02:02:56","multicloud","aws","python","upload","310","2400.87389946","19212","0.11"
"2016-04-06","02:02:56","nativa","aws","python","upload","310","2421.36502266","27504","0.25"
"2016-04-06","02:02:59","nativa","aws","python","upload","310","2770.07699013","27560","0.24"
"2016-04-06","02:03:02","nativa","aws","python","upload","310","2661.37695312","27572","0.25"
"2016-04-06","02:03:03","multicloud","aws","python","upload","310","2257.21096992","19324","0.11"
"2016-04-06","02:03:05","nativa","aws","python","upload","310","2708.26411247","27576","0.24"
"2016-04-06","02:03:06","multicloud","aws","python","upload","310","2215.5380249","19240","0.12"
"2016-04-06","02:03:08","nativa","aws","python","upload","310","2610.04495621","27504","0.24"
"2016-04-06","02:03:10","multicloud","aws","python","upload","310","2397.4211216","19176","0.11"
"2016-04-06","02:03:11","nativa","aws","python","upload","310","2447.61180878","27556","0.24"
"2016-04-06","02:03:13","multicloud","aws","python","upload","310","2172.0328331","19264","0.1"
"2016-04-06","02:03:14","nativa","aws","python","upload","310","2888.82613182","27480","0.25"
"2016-04-06","02:03:17","multicloud","aws","python","upload","310","2187.48688698","19264","0.11"
"2016-04-06","02:03:17","nativa","aws","python","upload","310","2610.65888405","27500","0.24"
"2016-04-06","02:03:20","nativa","aws","python","upload","310","2425.80795288","27572","0.24"
"2016-04-06","02:03:21","multicloud","aws","python","upload","310","2445.33705711","19208","0.1"
"2016-04-06","02:03:22","nativa","aws","python","upload","310","2421.57506943","27500","0.24"
"2016-04-06","02:03:24","multicloud","aws","python","upload","310","2362.210989","19244","0.11"
"2016-04-06","02:03:25","nativa","aws","python","upload","310","2694.09513474","27556","0.24"
"2016-04-06","02:03:28","multicloud","aws","python","upload","310","2406.4040184","19260","0.11"
"2016-04-06","02:03:28","nativa","aws","python","upload","310","2560.09101868","27560","0.25"
"2016-04-06","02:03:31","nativa","aws","python","upload","310","2673.48098755","27580","0.24"
"2016-04-06","02:03:32","multicloud","aws","python","upload","310","2412.37616539","19212","0.1"
"2016-04-06","02:03:34","nativa","aws","python","upload","310","2654.18696404","27488","0.24"
"2016-04-06","02:03:35","multicloud","aws","python","upload","310","2296.76008224","19248","0.11"
"2016-04-06","02:03:37","nativa","aws","python","upload","310","2466.13502502","27496","0.24"
"2016-04-06","02:03:39","multicloud","aws","python","upload","310","2245.10383606","19216","0.11"
"2016-04-06","02:03:40","nativa","aws","python","upload","310","2585.15000343","27500","0.24"
"2016-04-06","02:03:42","multicloud","aws","python","upload","310","2383.65912437","19220","0.11"
"2016-04-06","02:03:43","nativa","aws","python","upload","310","2627.95591354","27532","0.25"
"2016-04-06","02:03:45","nativa","aws","python","upload","310","2432.24096298","27564","0.24"
"2016-04-06","02:03:46","multicloud","aws","python","upload","310","2551.69320107","19236","0.11"
"2016-04-06","02:03:48","nativa","aws","python","upload","310","2624.45998192","27532","0.25"
"2016-04-06","02:03:50","multicloud","aws","python","upload","310","2330.48009872","19136","0.11"
"2016-04-06","02:03:51","nativa","aws","python","upload","310","2631.513834","27572","0.24"
"2016-04-06","02:03:53","multicloud","aws","python","upload","310","2188.60697746","19292","0.1"
"2016-04-06","02:03:54","nativa","aws","python","upload","310","2472.52511978","27592","0.24"
"2016-04-06","02:03:57","nativa","aws","python","upload","310","2401.21507645","27596","0.24"
"2016-04-06","02:04:00","nativa","aws","python","upload","310","2667.94800758","27496","0.24"
"2016-04-06","02:04:00","multicloud","aws","python","upload","310","2435.66513062","19212","0.1"
"2016-04-06","02:04:02","nativa","aws","python","upload","310","2645.68018913","27492","0.24"
"2016-04-06","02:04:04","multicloud","aws","python","upload","310","2494.8489666","19316","0.11"
"2016-04-06","02:04:05","nativa","aws","python","upload","310","2537.29987144","27532","0.25"
"2016-04-06","02:04:08","multicloud","aws","python","upload","310","2844.09403801","19248","0.1"
"2016-04-06","02:04:08","nativa","aws","python","upload","310","2662.49918938","27536","0.25"
"2016-04-06","02:04:11","nativa","aws","python","upload","310","2443.80092621","27576","0.24"
"2016-04-06","02:04:12","multicloud","aws","python","upload","310","2424.42989349","19264","0.11"
"2016-04-06","02:04:14","nativa","aws","python","upload","310","2660.12787819","27464","0.24"
"2016-04-06","02:04:15","multicloud","aws","python","upload","310","2396.69203758","19212","0.11"
"2016-04-06","02:04:17","nativa","aws","python","upload","310","2861.49311066","27504","0.24"
"2016-04-06","02:04:19","multicloud","aws","python","upload","310","2476.84288025","19260","0.1"
"2016-04-06","02:04:20","nativa","aws","python","upload","310","2640.0680542","27492","0.25"
"2016-04-06","02:04:23","multicloud","aws","python","upload","310","2425.91094971","19252","0.11"
"2016-04-06","02:04:23","nativa","aws","python","upload","310","2627.71201134","27572","0.25"
"2016-04-06","02:04:26","nativa","aws","python","upload","310","2423.1069088","27568","0.24"
"2016-04-06","02:04:26","multicloud","aws","python","upload","310","2439.91494179","19200","0.11"
"2016-04-06","02:04:28","nativa","aws","python","upload","310","2415.26007652","27472","0.24"
"2016-04-06","02:04:30","multicloud","aws","python","upload","310","2380.13482094","19316","0.1"
"2016-04-06","02:04:31","nativa","aws","python","upload","310","2644.45590973","27580","0.25"
"2016-04-06","02:04:34","multicloud","aws","python","upload","310","2402.18806267","19248","0.11"
"2016-04-06","02:04:34","nativa","aws","python","upload","310","2410.82000732","27572","0.25"
"2016-04-06","02:04:37","nativa","aws","python","upload","310","2697.95703888","27492","0.25"
"2016-04-06","02:04:37","multicloud","aws","python","upload","310","2384.08684731","19320","0.1"
"2016-04-06","02:04:40","nativa","aws","python","upload","310","2493.89004707","27596","0.25"
"2016-04-06","02:04:41","multicloud","aws","python","upload","310","2163.15603256","19212","0.12"
"2016-04-06","02:04:43","nativa","aws","python","upload","310","2603.17111015","27484","0.24"
"2016-04-06","02:04:44","multicloud","aws","python","upload","310","2218.70613098","19248","0.1"
"2016-04-06","02:04:45","nativa","aws","python","upload","310","2442.76785851","27468","0.25"
"2016-04-06","02:04:48","nativa","aws","python","upload","310","2653.79095078","27572","0.24"
"2016-04-06","02:04:51","nativa","aws","python","upload","310","2303.82299423","27576","0.24"
"2016-04-06","02:04:52","multicloud","aws","python","upload","310","2348.65808487","19180","0.11"
"2016-04-06","02:04:55","multicloud","aws","python","upload","310","2355.23700714","19140","0.11"
"2016-04-06","02:04:59","multicloud","aws","python","upload","310","2823.33898544","19260","0.11"
"2016-04-06","02:05:03","multicloud","aws","python","upload","310","2506.20317459","19208","0.1"
"2016-04-06","02:05:07","multicloud","aws","python","upload","310","2447.234869","19244","0.11"
"2016-04-06","02:05:10","multicloud","aws","python","upload","310","2198.8670826","19260","0.12"
"2016-04-06","02:05:14","multicloud","aws","python","upload","310","2405.85899353","19292","0.11"
"2016-04-06","02:05:18","multicloud","aws","python","upload","310","2451.69496536","19364","0.11"
"2016-04-06","02:05:21","multicloud","aws","python","upload","310","2419.5291996","19136","0.1"
"2016-04-06","02:05:25","multicloud","aws","python","upload","310","2412.52994537","19180","0.1"
"2016-04-06","02:05:28","multicloud","aws","python","upload","310","2226.68004036","19264","0.12"
"2016-04-06","02:05:32","multicloud","aws","python","upload","310","2197.31402397","19324","0.1"
"2016-04-06","02:05:35","multicloud","aws","python","upload","310","2278.31697464","19296","0.1"
"2016-04-06","02:05:39","multicloud","aws","python","upload","310","2196.88415527","19268","0.11"
"2016-04-06","02:05:42","multicloud","aws","python","upload","310","2327.52203941","19316","0.11"
"2016-04-06","02:05:46","multicloud","aws","python","upload","310","1981.52112961","19212","0.1"
"2016-04-06","02:05:49","multicloud","aws","python","upload","310","2262.67004013","19252","0.11"
"2016-04-06","02:05:53","multicloud","aws","python","upload","310","2504.63604927","19260","0.1"
"2016-04-06","02:05:56","multicloud","aws","python","upload","310","1982.88488388","19140","0.1"
"2016-04-06","02:05:59","multicloud","aws","python","upload","310","2256.72292709","19264","0.1"
"2016-04-06","03:30:07","nativa","aws","python","download","310","5581.95400238","27556","0.25"
"2016-04-06","03:30:09","multicloud","aws","python","download","310","6861.97304726","19056","0.15"
"2016-04-06","03:30:12","nativa","aws","python","download","310","5135.15996933","27584","0.25"
"2016-04-06","03:30:18","multicloud","aws","python","download","310","6962.49103546","19068","0.15"
"2016-04-06","03:30:18","nativa","aws","python","download","310","5546.10514641","27540","0.25"
"2016-04-06","03:30:23","nativa","aws","python","download","310","5174.98993874","27528","0.25"
"2016-04-06","03:30:26","multicloud","aws","python","download","310","6977.0720005","19140","0.14"
"2016-04-06","03:30:29","nativa","aws","python","download","310","5055.89914322","27484","0.25"
"2016-04-06","03:30:34","nativa","aws","python","download","310","5160.09807587","27548","0.25"
"2016-04-06","03:30:34","multicloud","aws","python","download","310","7202.67915726","18992","0.16"
"2016-04-06","03:30:40","nativa","aws","python","download","310","5804.86297607","27528","0.25"
"2016-04-06","03:30:43","multicloud","aws","python","download","310","7223.62089157","19136","0.14"
"2016-04-06","03:30:43","nativa","aws","python","download","310","2553.9059639","27560","0.25"
"2016-04-06","03:30:49","nativa","aws","python","download","310","6038.01393509","27476","0.25"
"2016-04-06","03:30:51","multicloud","aws","python","download","310","6796.16808891","19032","0.15"
"2016-04-06","03:30:55","nativa","aws","python","download","310","5651.9510746","27456","0.25"
"2016-04-06","03:30:59","multicloud","aws","python","download","310","7132.26795197","19064","0.15"
"2016-04-06","03:31:01","nativa","aws","python","download","310","5074.87988472","27556","0.25"
"2016-04-06","03:31:06","nativa","aws","python","download","310","5188.41719627","27480","0.24"
"2016-04-06","03:31:08","multicloud","aws","python","download","310","7191.9438839","19060","0.15"
"2016-04-06","03:31:12","nativa","aws","python","download","310","5222.77212143","27528","0.25"
"2016-04-06","03:31:16","multicloud","aws","python","download","310","7100.44693947","19060","0.13"
"2016-04-06","03:31:18","nativa","aws","python","download","310","5694.47922707","27464","0.25"
"2016-04-06","03:31:23","nativa","aws","python","download","310","5590.80290794","27476","0.26"
"2016-04-06","03:31:24","multicloud","aws","python","download","310","7162.07289696","19084","0.14"
"2016-04-06","03:31:29","nativa","aws","python","download","310","4979.29096222","27492","0.25"
"2016-04-06","03:31:33","multicloud","aws","python","download","310","7077.22401619","19032","0.15"
"2016-04-06","03:31:35","nativa","aws","python","download","310","5796.08821869","27480","0.25"
"2016-04-06","03:31:41","nativa","aws","python","download","310","5602.94985771","27484","0.24"
"2016-04-06","03:31:41","multicloud","aws","python","download","310","7251.50609016","19056","0.14"
"2016-04-06","03:31:46","nativa","aws","python","download","310","5505.04302979","27484","0.25"
"2016-04-06","03:31:49","multicloud","aws","python","download","310","6722.39303589","19144","0.15"
"2016-04-06","03:31:52","nativa","aws","python","download","310","5618.02387238","27540","0.25"
"2016-04-06","03:31:58","multicloud","aws","python","download","310","6902.69517899","19060","0.15"
"2016-04-06","03:31:58","nativa","aws","python","download","310","5181.44416809","27560","0.26"
"2016-04-06","03:32:03","nativa","aws","python","download","310","5047.54304886","27484","0.25"
"2016-04-06","03:32:06","multicloud","aws","python","download","310","6865.09084702","19060","0.14"
"2016-04-06","03:32:09","nativa","aws","python","download","310","5749.64404106","27548","0.25"
"2016-04-06","03:32:14","multicloud","aws","python","download","310","6913.51103783","18996","0.15"
"2016-04-06","03:32:15","nativa","aws","python","download","310","5649.04904366","27560","0.25"
"2016-04-06","03:32:21","nativa","aws","python","download","310","5609.03096199","27488","0.25"
"2016-04-06","03:32:22","multicloud","aws","python","download","310","6424.00383949","19136","0.15"
"2016-04-06","03:32:27","nativa","aws","python","download","310","5537.96982765","27540","0.26"
"2016-04-06","03:32:29","multicloud","aws","python","download","310","6415.52782059","19108","0.14"
"2016-04-06","03:32:33","nativa","aws","python","download","310","5481.70113564","27540","0.25"
"2016-04-06","03:32:37","multicloud","aws","python","download","310","6880.12480736","19132","0.14"
"2016-04-06","03:32:38","nativa","aws","python","download","310","5611.94610596","27536","0.25"
"2016-04-06","03:32:44","nativa","aws","python","download","310","5169.94786263","27484","0.25"
"2016-04-06","03:32:47","multicloud","aws","python","download","310","8578.97996902","19060","0.14"
"2016-04-06","03:32:50","nativa","aws","python","download","310","5482.18202591","27560","0.25"
"2016-04-06","03:32:56","multicloud","aws","python","download","310","7178.35998535","19036","0.15"
"2016-04-06","03:32:56","nativa","aws","python","download","310","5694.30279732","27484","0.25"
"2016-04-06","03:33:01","nativa","aws","python","download","310","4952.14605331","27564","0.25"
"2016-04-06","03:33:03","multicloud","aws","python","download","310","6287.6329422","19072","0.14"
"2016-04-06","03:33:08","nativa","aws","python","download","310","6406.17704391","27484","0.25"
"2016-04-06","03:33:11","multicloud","aws","python","download","310","6996.12092972","19068","0.15"
"2016-04-06","03:33:13","nativa","aws","python","download","310","5076.61604881","27516","0.25"
"2016-04-06","03:33:18","nativa","aws","python","download","310","5041.43095016","27516","0.24"
"2016-04-06","03:33:21","multicloud","aws","python","download","310","8375.26607513","19016","0.15"
"2016-04-06","03:33:24","nativa","aws","python","download","310","5009.5641613","27552","0.25"
"2016-04-06","03:33:29","multicloud","aws","python","download","310","7211.39407158","19064","0.14"
"2016-04-06","03:33:35","nativa","aws","python","download","310","5516.58201218","27556","0.26"
"2016-04-06","03:33:37","multicloud","aws","python","download","310","6743.72196198","19064","0.15"
"2016-04-06","03:33:41","nativa","aws","python","download","310","5560.58716774","27548","0.25"
"2016-04-06","03:33:46","multicloud","aws","python","download","310","7247.14183807","19016","0.15"
"2016-04-06","03:33:47","nativa","aws","python","download","310","5562.30187416","27520","0.25"
"2016-04-06","03:33:53","nativa","aws","python","download","310","5501.51610374","27484","0.25"
"2016-04-06","03:33:54","multicloud","aws","python","download","310","7127.11787224","19040","0.14"
"2016-04-06","03:33:59","nativa","aws","python","download","310","5751.87802315","27520","0.26"
"2016-04-06","03:34:03","multicloud","aws","python","download","310","7206.54797554","19028","0.15"
"2016-04-06","03:34:05","nativa","aws","python","download","310","5506.30903244","27536","0.25"
"2016-04-06","03:34:10","nativa","aws","python","download","310","5663.11788559","27560","0.25"
"2016-04-06","03:34:11","multicloud","aws","python","download","310","7201.97200775","18992","0.14"
"2016-04-06","03:34:16","nativa","aws","python","download","310","5563.21191788","27488","0.25"
"2016-04-06","03:34:19","multicloud","aws","python","download","310","6675.0831604","19064","0.14"
"2016-04-06","03:34:22","nativa","aws","python","download","310","5727.5788784","27556","0.26"
"2016-04-06","03:34:27","multicloud","aws","python","download","310","6783.41603279","19076","0.15"
"2016-04-06","03:34:28","nativa","aws","python","download","310","5847.09882736","27480","0.25"
"2016-04-06","03:34:34","nativa","aws","python","download","310","5608.11305046","27484","0.24"
"2016-04-06","03:34:35","multicloud","aws","python","download","310","6538.43402863","19108","0.14"
"2016-04-06","03:34:40","nativa","aws","python","download","310","5550.46820641","27544","0.24"
"2016-04-06","03:34:43","multicloud","aws","python","download","310","6459.53989029","19136","0.14"
"2016-04-06","03:34:46","nativa","aws","python","download","310","5487.85686493","27556","0.25"
"2016-04-06","03:34:51","multicloud","aws","python","download","310","6777.55117416","19092","0.15"
"2016-04-06","03:34:51","nativa","aws","python","download","310","5101.40609741","27564","0.25"
"2016-04-06","03:34:57","nativa","aws","python","download","310","5623.49200249","27468","0.25"
"2016-04-06","03:34:59","multicloud","aws","python","download","310","7185.42790413","19076","0.15"
"2016-04-06","03:35:03","nativa","aws","python","download","310","5077.82912254","27540","0.25"
"2016-04-06","03:35:05","nativa","aws","python","download","310","2588.37985992","27580","0.25"
"2016-04-06","03:35:08","multicloud","aws","python","download","310","7263.68403435","19072","0.14"
"2016-04-06","03:35:11","nativa","aws","python","download","310","5061.7620945","27484","0.24"
"2016-04-06","03:35:16","multicloud","aws","python","download","310","7200.39892197","19064","0.14"
"2016-04-06","03:35:17","nativa","aws","python","download","310","5673.29502106","27556","0.25"
"2016-04-06","03:35:23","nativa","aws","python","download","310","5553.44510078","27496","0.25"
"2016-04-06","03:35:25","multicloud","aws","python","download","310","7312.67786026","19012","0.15"
"2016-04-06","03:35:28","nativa","aws","python","download","310","5602.98705101","27492","0.25"
"2016-04-06","03:35:33","multicloud","aws","python","download","310","6571.05898857","19136","0.14"
"2016-04-06","03:35:34","nativa","aws","python","download","310","5042.7069664","27548","0.25"
"2016-04-06","03:35:40","nativa","aws","python","download","310","5498.67892265","27484","0.25"
"2016-04-06","03:35:42","multicloud","aws","python","download","310","7202.80313492","19088","0.14"
"2016-04-06","03:35:45","nativa","aws","python","download","310","5647.32694626","27556","0.25"
"2016-04-06","03:35:50","multicloud","aws","python","download","310","6651.83997154","19060","0.14"
"2016-04-06","03:35:51","nativa","aws","python","download","310","5074.09214973","27552","0.25"
"2016-04-06","03:35:57","nativa","aws","python","download","310","5453.37891579","27548","0.25"
"2016-04-06","03:35:57","multicloud","aws","python","download","310","6460.67595482","18992","0.14"
"2016-04-06","03:36:02","nativa","aws","python","download","310","5542.87695885","27540","0.26"
"2016-04-06","03:36:05","multicloud","aws","python","download","310","6431.95700645","19064","0.14"
"2016-04-06","03:36:08","nativa","aws","python","download","310","5222.9809761","27484","0.25"
"2016-04-06","03:36:12","multicloud","aws","python","download","310","6265.92707634","18956","0.14"
"2016-04-06","03:36:14","nativa","aws","python","download","310","5676.93591118","27452","0.25"
"2016-04-06","03:36:19","nativa","aws","python","download","310","5039.36505318","27552","0.25"
"2016-04-06","03:36:21","multicloud","aws","python","download","310","6861.56702042","18992","0.14"
"2016-04-06","03:36:25","nativa","aws","python","download","310","5566.17093086","27540","0.25"
"2016-04-06","03:36:29","multicloud","aws","python","download","310","6704.14090157","19016","0.15"
"2016-04-06","03:36:31","nativa","aws","python","download","310","5418.26796532","27480","0.25"
"2016-04-06","03:36:36","nativa","aws","python","download","310","4977.11896896","27456","0.25"
"2016-04-06","03:36:37","multicloud","aws","python","download","310","7171.40507698","19056","0.14"
"2016-04-06","03:36:42","nativa","aws","python","download","310","5508.34012032","27544","0.25"
"2016-04-06","03:36:45","multicloud","aws","python","download","310","6817.32797623","19052","0.15"
"2016-04-06","03:36:48","nativa","aws","python","download","310","5609.9448204","27540","0.25"
"2016-04-06","03:36:53","nativa","aws","python","download","310","5469.03204918","27492","0.25"
"2016-04-06","03:36:54","multicloud","aws","python","download","310","7278.15389633","18988","0.15"
"2016-04-06","03:36:59","nativa","aws","python","download","310","5526.73912048","27488","0.25"
"2016-04-06","03:37:02","multicloud","aws","python","download","310","6723.58608246","19064","0.15"
"2016-04-06","03:37:05","nativa","aws","python","download","310","5508.82196426","27492","0.25"
"2016-04-06","03:37:10","multicloud","aws","python","download","310","7210.22105217","19052","0.14"
"2016-04-06","03:37:10","nativa","aws","python","download","310","5166.45097733","27468","0.25"
